id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12889332,Guadalupe: The Room of Gold by Joey F.,8167447,Martin,,78751,30.32197,-97.72521,Private room,25,29,13,2018-06-28,0.30,76,0,0,
12910442,La Casita Bonita,4418135,Emiliano,,78702,30.25588,-97.71265,Entire home/apt,109,3,112,2020-03-02,2.04,1,13,0,
12912837,Walk to ACL-BartonSprings-Zilker-Downtown!,42305557,Frank,,78704,30.2587,-97.77323,Entire home/apt,1100,2,33,2021-07-05,0.53,1,254,6,
12928714,Barton Springs/Zilker Park condo,62990010,Pam,,78704,30.26104,-97.77545,Entire home/apt,160,2,2,2016-10-10,0.03,1,0,0,
12933402,Barton Springs Loft - Amazing Skyline View!,71019639,Lee,,78704,30.26193,-97.77459,Entire home/apt,102,2,116,2021-09-02,1.79,1,176,29,
12941286,Brand new condo in Austin's hip East Side,20912929,Meredith,,78721,30.27197,-97.69581,Entire home/apt,236,2,0,,,1,47,0,
12948242,"Apartment in NW Hills, Arboretum, Capital of Texas",51251722,Rebekkah,,78731,30.38219,-97.76645,Private room,50,3,13,2016-11-30,0.20,1,0,0,
12954798,2nd bdrm in apt. @ S. Lamar/Oltorf,71193450,Maggie,,78704,30.24689,-97.77267,Private room,65,1,0,,,1,0,0,
12964897,"Hudson Bend Ranch - Reunions, retreats, families",71296881,Steven,,78734,30.41926,-97.93678,Entire home/apt,550,3,147,2021-09-12,12.53,5,103,39,
12983697,Central vintage bohemian home on beautiful land,6553960,Milan,,78702,30.27923,-97.71729,Entire home/apt,116,3,4,2017-10-16,0.08,1,0,0,
13030639,BlueDoor ATX,1893221,Erica,,78754,30.33747,-97.64784,Private room,46,1,18,2021-08-15,0.30,2,341,7,
13045515,Downtown Condo - Walk to ACL and Zilker,6815659,Antonio,,78704,30.25713,-97.76115,Entire home/apt,144,3,35,2019-11-03,0.74,1,0,0,
13112064,Friendly Studio Apartment Near Downtown Austin,72903356,Michelle,,78741,30.22934,-97.73628,Entire home/apt,150,3,2,2016-10-02,0.04,1,0,0,
13115533,Charming 4 Bed 2.5 Bath-Just Minutes from the Lake,56230260,Layne,,78734,30.3953,-97.91931,Entire home/apt,445,2,81,2021-09-12,2.66,1,0,13,
13117051,Guest house retreat in Hill Country TX,72966951,Desiree,,78738,30.30542,-97.92704,Entire home/apt,150,6,47,2019-12-23,1.71,2,64,0,
13123061,"Quiet, family friendly, South Austin Apartment.",73030738,Eileen,,78749,30.23414,-97.83954,Entire home/apt,50,1,9,2016-06-28,0.14,4,0,0,
13124561,Cozy Downtown Pad: Perfect for SXSW and ACL!,59834237,Simon,,78701,30.26273,-97.74673,Entire home/apt,155,1,6,2017-07-06,0.11,1,0,0,
13128065,"Quiet, Comfy Garage Apartment",68528446,Jim & Deb,,78734,30.38697,-97.91773,Entire home/apt,58,1,328,2020-07-31,5.25,3,224,0,
13140432,The Bradley Guest House,18161031,Kimberly,,78704,30.25667,-97.75504,Entire home/apt,235,2,39,2017-10-15,0.66,3,0,0,
13152496,Walk to East 6th and Stay in an Inspiring HGTV Designed House,21913031,Scott,,78702,30.25533,-97.72543,Entire home/apt,222,1,101,2021-08-08,4.26,3,8,43,
13154457,Holly Street Charmer,29695280,Jennifer,,78702,30.25735,-97.73515,Entire home/apt,270,2,51,2018-07-29,0.93,1,0,0,
13165559,Peaceful and huge estate with  pool,72966951,Desiree,,78738,30.30652,-97.92864,Entire home/apt,500,7,0,,,2,0,0,
13172684,Apartment and garage in Luxury Complex,73620589,Peter,,78759,30.39069,-97.76648,Entire home/apt,100,1,0,,,1,0,0,
13172754,Quiet Retreat near Lake Austin 15 mins to Downtown,73621646,Hana,,78731,30.35265,-97.79262,Private room,50,1,0,,,1,0,0,
13185122,Hyde Park Getaway--Your Home Away from Home,44761156,Suzy,,78751,30.30361,-97.73694,Entire home/apt,349,3,12,2016-10-26,0.19,1,0,0,
13185251,Pittman's Place,33938684,Ann,,78721,30.27774,-97.67868,Entire home/apt,105,1,123,2021-08-10,2.44,1,51,11,
13185632,September Special - Collier St Guest Room,73760064,Deborah & David,,78704,30.25597,-97.77176,Private room,115,2,95,2021-09-10,2.29,2,276,31,
13201325,Secluded Modern Home Near Downtown With Huge Pool,71027305,Brad,,78746,30.28793,-97.81108,Entire home/apt,495,3,12,2017-07-30,0.23,1,0,0,
13207693,Single room in 4 bedroom minutes from downtown,3941962,Nick,,78741,30.23996,-97.73452,Private room,45,1,0,,,1,0,0,
13259299,Spacious Open Concept House With Pool & Spa,19703171,Nathan Stephen,,78723,30.32001,-97.67531,Entire home/apt,215,2,22,2021-06-29,0.34,1,0,1,
13264610,Close to COTA and the Airport,26503855,Katie,,78747,30.14388,-97.76504,Private room,50,1,0,,,1,0,0,
13266376,luxurious camping,23339119,Adam,,78702,30.27451,-97.70781,Entire home/apt,40,2,0,,,1,0,0,
13280573,"Quiet Greenbelt Sanctuary, Master Bedroom",36144024,Lisa,,78759,30.41397,-97.71736,Private room,35,14,0,,,1,0,0,
13291056,Cool house near downtown,3547111,Dustin,,78759,30.37949,-97.73819,Entire home/apt,140,1,0,,,1,0,0,
13298454,Old Hollywood Meets Old West Austin in Governor’s Mansion,8629619,Jack,,78703,30.27998,-97.75348,Entire home/apt,1413,1,101,2021-09-06,2.52,2,334,34,
13311143,Family Home Near McKinney Falls State Park,75052930,Michelle,,78744,30.1646,-97.73863,Entire home/apt,60,20,0,,,1,0,0,
13317425,Cozy bedroom//great location,24968352,Faith,,78702,30.27792,-97.70663,Private room,55,1,23,2017-07-09,0.36,1,0,0,
13330795,Lovely House near Domain,72926795,Carmen,,78758,30.39712,-97.69821,Entire home/apt,100,30,12,2021-04-23,0.20,1,151,4,
13331821,Luxurious stay in new modern home in South Austin,24597163,Sriharesh,,78745,30.21107,-97.79394,Private room,70,1,0,,,1,0,0,
13343297,Apartment near SoCo for ACL,52964912,Sarah,,78741,30.22329,-97.7433,Entire home/apt,18,1,2,2016-06-11,0.03,1,0,0,
13345029,"Bus Downtown, Walk to SoCo and Bike to Zilker Park",9005567,Lori,,78704,30.23804,-97.74793,Private room,95,2,18,2019-06-30,0.35,3,0,0,
13376382,New Austin Home,75988545,Sean,,78754,30.33878,-97.6471,Private room,100,1,0,,,1,0,0,
13392592,NEW POOL+ Very Best Location off South Congress!!,27177317,Ashton,,78704,30.24935,-97.75075,Entire home/apt,950,3,0,,,2,93,0,
13404978,Private room in Austin (single or double),28920096,Dierdra,,78751,30.31484,-97.71098,Private room,75,1,2,2016-07-03,0.03,1,0,0,
13436608,Cozy Studio: 1.5 miles from DT,17845422,Karisa,,78741,30.24624,-97.7327,Entire home/apt,88,1,21,2017-05-28,0.35,1,0,0,
13436718,Attractive top floor condo with spectacular views!,39533710,Laird,,78730,30.35764,-97.79639,Entire home/apt,85,90,5,2018-08-25,0.08,2,318,0,
13451793,Comfortable and Close to Downtown,58075143,Mark,,78724,30.27623,-97.63203,Entire home/apt,111,2,10,2016-08-07,0.16,1,0,0,
13465393,Hip Remodeled Airstream Trailer with Hot Tub/pool,33845910,Nathan,,78702,30.2681,-97.71777,Entire home/apt,126,2,273,2021-08-23,8.56,2,141,52,
13468074,JetsonsMOD,5742304,Taryn,,78723,30.28574,-97.70123,Entire home/apt,850,2,23,2017-08-27,0.42,5,0,0,
13471658,Lost Creek modern charmer,29822664,Sibylle C.,,78746,30.27509,-97.8443,Entire home/apt,151,3,3,2018-02-13,0.06,1,0,0,
13481212,"Private home, trendy retreat in East Austin!",22536507,Andrew,,78702,30.26677,-97.71235,Entire home/apt,200,20,67,2021-08-15,1.11,1,67,6,
13488614,Little Lanai,372205,Keith,,78732,30.41803,-97.8916,Entire home/apt,844,2,95,2021-08-22,2.18,4,54,20,
13531233,furnished Room SE Austin close to downtown highway,72022436,Jesse,,78744,30.19494,-97.7295,Private room,35,30,14,2021-05-01,0.26,2,288,2,
13531785,Downtown Austin Condo,37237557,James,,78701,30.26784,-97.75143,Entire home/apt,200,2,0,,,2,0,0,
13532009,Modern Master Bedroom with View - Fresh & Clean,6308984,Michael,,78731,30.34741,-97.77701,Private room,53,1,5,2016-10-09,0.08,1,0,0,
13547688,"Cozy Sacred Cottage in South Austin, One Bedroom",31594875,Melanie,,78748,30.18334,-97.83222,Private room,70,1,0,,,1,0,0,
13565075,Hove loop master bedroom,78127530,Allie,,78749,30.20022,-97.85578,Private room,19,1,1,2016-07-07,0.02,1,0,0,
13565904,Private Room in Central Austin,78166168,Lee,,78751,30.29722,-97.72156,Private room,55,1,5,2017-01-05,0.08,1,0,0,
13571814,Fabulous South Lamar Condominium with Luxury Touches,44664003,Tobin,,78704,30.2459,-97.77421,Entire home/apt,99,2,259,2021-09-01,6.74,5,332,30,
13576771,Cozy Modern Airstream - Close to Downtown/ACL/SXSW,4870151,Rachel,,78704,30.25562,-97.75804,Private room,55,4,182,2021-09-10,6.90,2,43,40,
13615667,Large Living Room w/ Couch and Loveseat,78829619,Tyler,,78705,30.29616,-97.73817,Shared room,25,1,35,2017-04-08,0.57,2,0,0,
13624434,Private Suite with Patio near Wineries & Weddings,69216869,Sean & Sarah,,78736,30.24111,-98.01667,Entire home/apt,105,2,124,2021-08-23,2.17,2,224,12,
13631037,South Austin Creekside Retreat!,1840480,Scott & Sally,,78745,30.22132,-97.79595,Entire home/apt,287,5,50,2021-06-01,0.95,11,228,5,
13635234,"Heart of SoCo!! - Hip, fun, music central",8833863,Shana,,78704,30.25067,-97.74775,Private room,70,1,5,2016-09-06,0.08,1,0,0,
13641416,Beautiful view of Lake Travis,79148533,Jeff,,78734,30.40264,-97.92852,Entire home/apt,650,3,17,2021-09-07,0.31,1,120,9,
13650495,Private Room < 10 Min From Downtown & Airport,79261928,Kash,,78741,30.22128,-97.69328,Private room,20,1,0,,,1,0,0,
13658208,"Modern, Zen, Apartment near Downtown and SOCO",31173521,Leon And Stella,,78704,30.25173,-97.75981,Entire home/apt,95,5,148,2021-08-29,2.34,1,29,15,
13665281,Cozy Crestview Cottage. Dog Friendly.,41470379,Deanna,,78757,30.34992,-97.73369,Private room,117,2,0,,,1,164,0,
13671245,Unique Pet & Family Friendly Home -Central Austin,79368865,Holly,,78704,30.23919,-97.74143,Entire home/apt,273,2,0,,,1,0,0,
13685912,Spacious South Austin Cabin in Nature,79708340,Paul & Krista,,78748,30.15144,-97.82386,Entire home/apt,632,2,66,2021-08-30,9.34,2,160,19,
13693695,Private room for exploring South Austin,79818711,Brett,,78739,30.14548,-97.8522,Private room,125,1,10,2018-09-27,0.16,1,0,0,
13695279,Happy Modern South Congress apartment,12031191,Richelle,,78704,30.22573,-97.75288,Entire home/apt,55,3,7,2018-03-25,0.16,4,0,0,
13697265,South Austin Private Home w/ Large Kitchen,5257304,Lauren,,78749,30.21398,-97.84424,Entire home/apt,125,2,19,2021-06-28,0.46,1,0,2,
13698295,Eastside Bohemian Retreat House with a Taste of Southern Charm,16109724,Adrianne,,78702,30.25048,-97.72428,Entire home/apt,359,2,151,2021-09-06,2.55,1,104,25,
13701593,Private Room in Texas-Modern House off South 1st,9331076,Leland,,78704,30.22859,-97.77208,Private room,45,2,4,2017-07-09,0.07,3,0,0,
13713744,"Modern Oasis w/ Pool, Tesla Charger & 1 GBPS wifi",4149924,Marie,,78723,30.31501,-97.70238,Entire home/apt,422,3,36,2021-09-12,3.90,1,55,18,
13714763,Single Bed/bath in Nice Neighborhood,57045531,Rekha,,78728,30.43959,-97.69207,Private room,81,1,7,2019-03-13,0.11,1,0,0,
13716298,Stateroom B & BBQ,21987980,Sam,,78748,30.18429,-97.829,Private room,47,30,30,2021-08-31,0.51,5,284,1,
13728800,Modern 2BDR in the heart of Zilker,43264606,Rachel,,78704,30.25946,-97.76923,Entire home/apt,195,2,19,2019-03-14,0.46,2,0,0,
13730122,Modern South Austin Micro-unit (Monthly rental),1883744,Nancy,,78745,30.22171,-97.77688,Entire home/apt,61,30,24,2021-03-16,0.40,5,299,3,
13733969,"2 Bedroom House  neaR Apple, The Domain",73333451,Elten,,78727,30.43871,-97.74282,Entire home/apt,104,30,17,2021-08-01,0.31,1,37,4,
13746927,Beautiful Renovated Home in Fun and Eclectic East Austin,1523587,Dallas,,78702,30.2535,-97.71946,Entire home/apt,425,2,52,2020-03-11,1.03,18,0,0,
13766999,One Bedroom Relaxation Station,30437362,Christiana,,78741,30.23458,-97.71392,Entire home/apt,85,2,7,2016-09-05,0.11,1,0,0,
13771211,Hyde Park two bedroom,52134935,N,,78705,30.29666,-97.73392,Entire home/apt,80,1,1,2016-07-11,0.02,1,0,0,
13771324,Close to the action in S. Austin!,80813486,Michael,,78741,30.23182,-97.73209,Entire home/apt,75,1,1,2018-01-29,0.02,1,0,0,
13785841,Secluded Private Waterfront Paradise (Lake Austin),1523587,Dallas,,78734,30.37372,-97.91564,Entire home/apt,963,2,46,2021-04-09,0.75,18,319,1,
13788818,Mid-century modern home close to dt,2134237,Samantha,,78704,30.24438,-97.7675,Entire home/apt,500,3,34,2021-09-06,0.65,1,24,5,
13799593,"The Central Hacienda, WALK TO ALL OF DOWNTOWN!",1404731,Daniel,,78702,30.26168,-97.7308,Entire home/apt,325,2,34,2021-08-01,0.57,4,0,4,
13800533,Austin Lover,81153177,Samantha,,78753,30.345,-97.68882,Private room,75,1,0,,,1,0,0,
13828639,"Contemporary, Clean, Convenient",11135395,Vivien,,78751,30.3136,-97.73581,Entire home/apt,130,2,10,2016-10-21,0.16,1,0,0,
13843877,Mid-Century Mod Treehouse near Zilker Park,1754114,Emily,,78704,30.24353,-97.78595,Entire home/apt,132,1,220,2021-09-02,9.15,1,80,27,
13848702,Easy and comfy private room.  Friendly open minded,9595134,Jay,,78758,30.35759,-97.71372,Private room,47,28,6,2021-08-29,0.16,3,3,1,
13864346,"Trendy Complex Close to Downtown, SoCo and Zilker",16384748,Kaitlyn,,78741,30.24341,-97.72342,Entire home/apt,94,1,18,2017-10-30,0.30,1,0,0,
13865143,Beautiful family friendly home in south Austin.,7343353,Zachary,,78748,30.18297,-97.80966,Entire home/apt,215,2,37,2020-03-15,0.62,1,0,0,
13866655,Modern Tiny Home 4 Miles from DT,30866956,Lisa,,78745,30.21398,-97.78088,Entire home/apt,90,2,284,2021-08-25,10.27,1,133,14,
13867530,Luxury Apartment in West Campus-Master bedroom,70281518,Meng,,78705,30.28357,-97.74426,Private room,74,1,3,2016-07-30,0.05,1,0,0,
13900462,Room available for July,82387873,Emily,,78701,30.26827,-97.74417,Private room,80,3,0,,,1,338,0,
13909405,1/1 In the heart of DT Austin,1837848,Jamie,,78703,30.27586,-97.76001,Entire home/apt,125,2,6,2017-05-23,0.10,1,0,0,
13912501,Trinity Creek,82530387,Cynthia,,78734,30.39448,-97.92253,Entire home/apt,250,2,85,2021-09-06,2.34,1,343,16,
13912882,Cozy Downtown Apartment for SXSW,59980710,Emily,,78703,30.28128,-97.75553,Private room,30,10,2,2017-03-20,0.03,1,0,0,
13913080,"Luxury Home - Pool, Downtown, Walkable to Restaurants",15864252,Walker Luxury Vacation,,78703,30.28722,-97.75847,Entire home/apt,629,2,0,,,14,20,0,
13913337,"Relaxing Waterfront Bungalow on Lake Travis, pool & hot tub, next to marina (#1)",62926106,Guy,,78734,30.37326,-97.98772,Entire home/apt,282,2,10,2020-08-23,0.16,19,267,0,
13914938,Tree House Apartment,15244629,Cari,,78702,30.26914,-97.69849,Entire home/apt,85,1,7,2017-01-01,0.11,1,0,0,
13941193,"Walkable Cherrywood Loft, close to UT and Downtown",48610923,Christopher,,78722,30.28545,-97.72046,Entire home/apt,112,2,367,2021-09-11,5.98,1,0,47,
13986233,Chateau Morneault,3302376,Jeff,,78745,30.22313,-97.78092,Private room,70,1,5,2017-03-14,0.08,1,0,0,
13994501,South Austin Hangout,41305373,Jacob,,78745,30.20991,-97.80891,Entire home/apt,230,3,35,2021-09-06,11.29,1,271,27,
14009283,Comfortable 2BD Apartment in Central Austin,17874652,Nick,,78723,30.31055,-97.70415,Entire home/apt,50,15,3,2017-04-16,0.05,1,0,0,
14026446,Fun Monthly Rental in Hip South Austin!,1883744,Nancy,,78745,30.22338,-97.77657,Entire home/apt,102,30,47,2021-07-31,0.86,5,199,8,
14030323,Austin CrashPad,41933894,Lonnie,,78723,30.30547,-97.67823,Entire home/apt,41,2,25,2021-07-05,0.76,1,0,2,
14039805,Simple3,84117850,Yaretzy,,78741,30.23496,-97.7105,Private room,35,2,0,,,1,0,0,
14055197,"Family home in Westlake neighborhood of Austin, TX",69501631,Patricia,,78746,30.33501,-97.81464,Entire home/apt,5000,7,0,,,1,0,0,
14057627,Your East Austin Private Room with adjoining Bath,2428539,Matt,,78702,30.26498,-97.70749,Private room,54,3,21,2017-07-09,0.38,2,0,0,
14057733,Comfort & Convenience in Austin,84357752,Becky,,78702,30.26568,-97.69761,Entire home/apt,99,30,122,2021-08-31,5.64,1,169,7,
14068513,"Waterfront Bungalow steps from Lake Travis, pool & hot tub, next to marina (#4)",62926106,Guy,,78734,30.37252,-97.987,Entire home/apt,282,2,15,2021-08-08,0.32,19,279,6,
14069226,"Relaxing Waterfront Bungalow on Lake Travis, pool & hot tub, next to marina (#5)",62926106,Guy,,78734,30.37237,-97.98718,Entire home/apt,282,2,14,2021-06-06,0.23,19,278,1,
14069620,"Waterfront Bungalow steps from Lake Travis, pool & hot tub, next to marina (#6)",62926106,Guy,,78734,30.37226,-97.98733,Entire home/apt,282,2,18,2021-08-29,0.29,19,290,6,
14069621,Charming Bungalow in Bouldin Creek,84497747,Jessica,,78704,30.25125,-97.76194,Entire home/apt,206,2,11,2018-05-20,0.25,1,0,0,
14069917,"Scenic Hillside Bungalow on Lake Travis, pool and hot tub, next to marina (#8)",62926106,Guy,,78734,30.37203,-97.98757,Entire home/apt,282,2,10,2021-07-27,0.23,19,248,4,
14070258,"Bluff Side Bungalow on Lake Travis, pool & hot tub, next to marina (#9)",62926106,Guy,,78734,30.37192,-97.9877,Entire home/apt,282,2,13,2021-06-20,0.24,19,261,4,
14071933,"Tranquil Waterfront Bungalow, serene views, pool & hot tub, next to marina (#10)",62926106,Guy,,78734,30.37151,-97.98796,Entire home/apt,282,2,22,2021-07-21,0.60,19,291,4,
14072370,"Treehouse Bungalow w/ Lake Travis views, pool & hot tub, next to marina (#11)",62926106,Guy,,78734,30.3717,-97.98815,Entire home/apt,282,2,6,2021-06-13,0.10,19,268,1,
14072680,"Hill Country Bungalow w/ Lake Travis views, pool & hot tub, next to marina (#12)",62926106,Guy,,78734,30.3717,-97.98816,Entire home/apt,282,2,5,2021-05-23,0.12,19,259,1,
14073051,"Cedar Shade Bungalow, tree house views, pool & hot tub, next to marina (#13)",62926106,Guy,,78734,30.37181,-97.98801,Entire home/apt,282,2,5,2021-01-01,0.13,19,306,2,
14073415,"Blue Agave Bungalow, Lake Travis views, pool & hot tub, next to marina (#14)",62926106,Guy,,78734,30.37193,-97.98796,Entire home/apt,282,2,8,2021-05-09,0.21,19,276,1,
14073594,"Treehouse Bungalow steps from Lake Travis, pool & hot tub, next to marina (#16)",62926106,Guy,,78734,30.37241,-97.98742,Entire home/apt,282,2,12,2021-06-24,0.21,19,266,1,
14074010,"Relaxing Bungalow w/ Treetop Views, pool & hot tub, next to marina (#17)",62926106,Guy,,78734,30.37252,-97.98731,Entire home/apt,282,2,11,2021-06-20,0.20,19,263,2,
14074230,"Treehouse Bungalow steps from Lake Travis, pool & hot tub, next to marina (#18)",62926106,Guy,,78734,30.37268,-97.98714,Entire home/apt,282,2,9,2021-04-18,0.17,19,268,2,
14091950,☸ Disco Squid's Psychedelic Art Haus w/ pool & bus,84767145,Lucy,,78758,30.36846,-97.69747,Private room,75,2,46,2021-08-15,1.01,11,284,11,
14093781,Beautiful 2-story house in South Austin w/ balcony,70216727,Michael,,78744,30.20072,-97.73167,Entire home/apt,50,1,0,,,1,0,0,
14103944,Hancock Guest Cottage in Hyde Park,50671207,Rachel,,78751,30.30233,-97.72067,Entire home/apt,125,2,9,2018-07-16,0.17,5,106,0,
14104728,Amazing Austin Location + Spacious 1 Bedroom,43594503,Shobhita,,78704,30.25608,-97.74437,Entire home/apt,98,2,8,2016-09-18,0.13,1,0,0,
14126411,Rock 'n Roll Central,15793042,Ashley,,78702,30.27045,-97.72854,Entire home/apt,78,2,235,2020-03-08,3.95,1,0,0,
14126780,Walking Distance to ACL - West 6th Apartment,51457682,Josef,,78703,30.27594,-97.76233,Entire home/apt,270,2,1,2016-10-03,0.02,1,0,0,
14127190,Modern Garage Studio,85204265,Sean,,78741,30.24453,-97.6933,Entire home/apt,85,2,153,2021-09-12,2.51,1,57,30,
14127832,"Cute, Cozy Studio in Beautiful Hyde Park",67783215,Hannah,,78751,30.31067,-97.73202,Entire home/apt,35,2,4,2016-11-28,0.06,1,0,0,
14143642,Easy Living North Austin long or short stays!,7338157,Angela,,78729,30.46186,-97.7838,Entire home/apt,101,1,313,2021-09-13,10.40,1,315,73,
14155186,Quaint casita in hip South Austin w/ courtyard,62958386,Matthew,,78704,30.24636,-97.756,Entire home/apt,99,1,70,2020-01-30,2.08,2,10,0,
14163920,Bright Modern Farmhouse in Zilker.,85676809,Adam,,78704,30.25427,-97.77622,Entire home/apt,500,3,6,2018-10-14,0.20,1,1,0,
14163952,"DOWNTOWN AUSTIN HAVEN-Sleep 6-ACL,SXSW,Shops,Food",16047277,Mireille,,78703,30.28243,-97.75755,Entire home/apt,150,1,103,2021-09-04,1.81,12,342,11,
14166836,Spacious 5BR/5BA Wooded Retreat near UT/downtown,85715917,Julie,,78759,30.37994,-97.75947,Entire home/apt,649,2,5,2017-05-30,0.08,1,0,0,
14167595,"FANTASTIC DOWNTOWN AREA! SAFE, WALK TO RESTO,SHOPS",16047277,Mireille,,78703,30.28303,-97.7575,Entire home/apt,128,1,133,2021-08-20,2.69,12,349,9,
14186189,Apartment in the heart of Austin,5411691,Alexa,,78705,30.29119,-97.7257,Entire home/apt,115,2,1,2018-03-12,0.02,1,0,0,
14198704,Walk Everywhere from this Downtown Apartment!,33992112,Anna,,78704,30.25744,-97.74641,Entire home/apt,150,1,18,2017-04-24,0.30,1,0,0,
14205388,Evans: Central Austin 6 Bedroom Palace,8167447,Martin,,78751,30.31635,-97.71682,Private room,41,30,12,2021-05-20,0.26,76,319,3,
14205488,N.Lamar: Internship Paradise,8167447,Martin,,78751,30.31809,-97.72925,Private room,41,30,8,2021-08-15,0.13,76,323,4,
14213692,Experience Austin Glamping! - #InstaInn,44887644,Chris,,78751,30.31285,-97.71347,Entire home/apt,92,1,148,2017-09-26,2.88,4,0,0,
14220861,Stay the month and get a deal for your internship!,72022436,Jesse,,78744,30.19504,-97.7298,Private room,38,30,15,2020-06-25,1.66,2,288,1,
14220930,Evans: Austin Mid-Town Young Professionals Mansion,8167447,Martin,,78751,30.31616,-97.71716,Private room,41,30,8,2020-03-15,0.13,76,319,0,
14221592,N.Lamar: Texan Internship Shared Bedroom,8167447,Martin,,78751,30.31838,-97.72935,Shared room,17,30,12,2021-06-01,0.20,76,348,1,
14248025,Evans: Master Bedroom in Central Austin Community,8167447,Martin,,78751,30.31649,-97.7168,Private room,49,30,2,2016-08-03,0.08,76,50,0,
14249237,Private Rm with Own Bathroom,1775950,Harman,,78704,30.23932,-97.74194,Private room,40,1,23,2017-02-09,0.38,2,0,0,
14253492,"Convenient, tranquil and timeless Crestview haven",7004294,Kyle,,78757,30.34668,-97.72247,Entire home/apt,179,1,48,2021-07-18,13.46,1,0,2,
14266336,"East Side Home, Minutes from everything Austin",2589933,Lydia,,78702,30.25897,-97.73101,Entire home/apt,325,3,0,,,1,0,0,
14268142,Charming & Cozy 1 Bedroom in Eclectic Central ATX,108218087,Pary,,78705,30.29772,-97.7432,Entire home/apt,101,30,126,2021-08-18,2.06,1,74,12,
14281779,Garden Bungalow in historic Hyde Park,4384095,Shelley,,78751,30.30493,-97.73389,Entire home/apt,128,2,159,2021-09-06,2.62,1,95,29,
14282701,"Clean, comfortable, private room (no cars allowed)",3425666,Nate,,78758,30.35655,-97.70766,Private room,52,1,342,2020-03-13,7.48,5,0,0,
14303616,Updated Travis Heights Vintage Oasis,27068940,Takao & Malcolm,,78704,30.23804,-97.74278,Private room,124,1,24,2019-10-20,0.44,1,0,0,
14304274,3BR; Expansive Greenbelt View! Walk to ACL!,4731237,Ali,,78746,30.25777,-97.78803,Entire home/apt,449,3,31,2021-08-06,0.57,2,91,15,
14317580,Eastside Spacious Loft Curated for Comfort,87556477,Julie,,78702,30.26125,-97.72667,Entire home/apt,390,2,1,2019-04-15,0.03,1,0,0,
14352406,"★SXSW Huge Home, Families + Grps, 5min Downtown★",180375,Nelson,,78741,30.23713,-97.73226,Entire home/apt,373,3,42,2020-03-01,1.24,1,0,0,
14367760,East Side Carriage House,31829351,Tonya,,78702,30.25261,-97.72979,Entire home/apt,219,2,119,2021-09-06,4.62,1,112,20,
14384238,Guadalupe: Geeks and Nerds in Central Austin,8167447,Martin,,78751,30.32197,-97.72521,Private room,41,30,2,2016-11-25,0.09,76,318,0,
14387270,Trudy's Casita Guest House,35744893,Pamela,,78751,30.31207,-97.71189,Entire home/apt,180,2,137,2021-09-06,2.50,1,0,16,
14389781,"Spacious 4 Bedroom, <4 miles from Downtown & UT",24163259,Benee,,78723,30.29054,-97.69507,Entire home/apt,400,3,29,2020-02-23,0.95,1,0,0,
14419925,ATX Adventure Basecamp - minutes to everything!,20985179,Adam And Shannon,,78725,30.26123,-97.67245,Private room,175,2,1,2017-02-20,0.02,1,0,0,
14430270,A Quiet Oasis That's Convenient to Everything!,21023221,Margo,,78751,30.30344,-97.71781,Private room,92,1,19,2018-03-19,0.45,1,0,0,
14430737,Stylish East Central Family Home,16951372,Simon,,78702,30.27086,-97.71424,Entire home/apt,1200,2,0,,,1,198,0,
14463342,N.Lamar: A great deal in a comfortable apartment,8167447,Martin,,78756,30.31856,-97.73105,Shared room,17,30,16,2021-07-04,0.47,76,332,2,
14474805,Midcentury Modern Glass House near Lake Travis,22012830,Valerie,,78734,30.38452,-97.92204,Entire home/apt,725,3,125,2021-08-16,2.34,1,57,19,
14483719,N.Lamar: Great Value in Great Community,8167447,Martin,,78756,30.31877,-97.73093,Shared room,17,30,19,2021-03-31,0.36,76,314,2,
14485320,"Bright, Vintage Hyde Park Bungalow",15755099,Susan,,78751,30.31383,-97.72241,Entire home/apt,76,30,18,2018-08-09,0.34,1,0,0,
14488932,Charming studio apartment.  Central location.,16747672,Christy,,78703,30.28385,-97.75969,Entire home/apt,500,3,8,2016-11-06,0.13,1,362,0,
14501733,Outlaws’ Downtown Hideout,2934425,Brett,,78703,30.27234,-97.75533,Entire home/apt,131,2,364,2021-09-14,12.83,8,51,58,
14503700,Sunny & Colorful Bohemian Jungalow,57138639,Meghan,,78723,30.31626,-97.6674,Entire home/apt,186,3,6,2021-09-12,6,2,89,6,
14520673,Cozy 1 Room with private half bath,11334028,Janie,,78745,30.20917,-97.76735,Private room,56,1,0,,,2,0,0,
14536154,Walk to ACL! Cozy Condo sleeps 3,31864294,Rick,,78704,30.25628,-97.75174,Entire home/apt,250,2,2,2017-10-08,0.04,1,0,0,
14575388,Infiniti Pool & Canyon Views Upscale NW Hills Home,33865050,Tami And Dave,,78731,30.37659,-97.76979,Entire home/apt,300,1,20,2021-08-08,2.73,1,1,17,
14575753,Your East Side Home Base,40144620,Emily,,78702,30.26544,-97.69567,Private room,31,2,29,2018-03-17,0.50,2,0,0,
14587157,(Pool & Hot Tub) Modern Zilker Farmhouse,1523587,Dallas,,78704,30.24847,-97.78017,Entire home/apt,1211,2,38,2021-03-15,0.63,18,247,6,
